Datum/ Uhrzeit,Außenluft-temperatur [°C],ge. Wärme-lastgang [kW],Trink-WW-Lastgang [kW],Strom-lastgang [kW],,Eingabe,,
8/9/2022 7:00,18.866,73.78,67.71,206.37,,,,
8/9/2022 8:00,20.949,61.80,56.78,236.80,,,,
8/9/2022 9:00,23.415,55.47,50.96,234.70,,,,
8/9/2022 10:00,25.482,55.08,50.49,229.28,,,,
8/9/2022 11:00,26.953,51.33,46.85,200.42,,,,
8/9/2022 12:00,28.034,48.88,44.37,163.52,,,,
8/9/2022 13:00,28.733,40.15,36.23,174.54,,,,
8/9/2022 14:00,28.981,36.84,33.02,164.74,,,,
8/9/2022 15:00,28.684,35.41,31.53,118.75,,,,
8/9/2022 16:00,27.999,31.59,27.95,70.30,,,,
8/9/2022 17:00,26.924,33.21,29.21,38.65,,,,
8/9/2022 18:00,25.145,34.19,29.92,26.76,,,,
8/9/2022 19:00,23.34,40.16,34.98,21.86,,,,
8/9/2022 20:00,22.336,42.36,36.71,19.24,,,,
8/9/2022 21:00,21.605,38.47,33.15,18.19,,,,
8/9/2022 22:00,21.039,37.28,31.93,17.84,,,,
8/9/2022 23:00,20.589,28.74,24.45,15.56,,,,
8/10/2022 0:00,20.184,27.41,23.15,14.34,,,,
8/10/2022 1:00,19.743,32.15,26.95,14.69,,,,
8/10/2022 2:00,19.276,31.81,26.44,14.34,,,,
8/10/2022 3:00,18.771,35.06,28.89,15.74,,,,
8/10/2022 4:00,18.293,43.67,35.65,15.56,,,,
8/10/2022 5:00,18.2,56.36,45.58,38.48,,,,
8/10/2022 6:00,18.822,71.07,56.98,113.68,,,,
8/10/2022 7:00,19.83,80.23,63.95,206.37,,,,
8/10/2022 8:00,20.848,68.84,54.69,236.80,,,,
8/10/2022 9:00,21.741,61.05,48.49,234.70,,,,
8/10/2022 10:00,22.404,58.34,46.40,229.28,,,,
8/10/2022 11:00,23.147,53.19,42.41,200.42,,,,
8/10/2022 12:00,23.928,50.48,40.38,163.52,,,,
8/10/2022 13:00,24.619,43.87,35.19,174.54,,,,
8/10/2022 14:00,25.028,37.78,30.40,164.74,,,,
8/10/2022 15:00,25.046,37.07,29.89,118.75,,,,
8/10/2022 16:00,24.712,32.41,26.15,70.30,,,,
8/10/2022 17:00,24.046,35.94,28.98,38.65,,,,
8/10/2022 18:00,22.875,38.27,30.78,26.76,,,,
8/10/2022 19:00,20.792,46.45,37.22,21.86,,,,
8/10/2022 20:00,19.461,47.28,37.72,19.24,,,,
8/10/2022 21:00,18.656,46.71,37.11,18.19,,,,
8/10/2022 22:00,17.914,41.25,32.63,17.84,,,,
8/10/2022 23:00,17.327,32.12,25.29,15.56,,,,
8/11/2022 0:00,16.84,32.49,25.46,14.34,,,,
8/11/2022 1:00,16.279,33.31,25.98,14.69,,,,
8/11/2022 2:00,15.666,32.23,25.02,14.69,,,,
8/11/2022 3:00,15.107,36.82,28.46,14.69,,,,
8/11/2022 4:00,14.683,46.09,35.49,15.39,,,,
8/11/2022 5:00,15.015,55.04,42.21,16.79,,,,
8/11/2022 6:00,16.685,75.46,57.60,17.84,,,,
8/11/2022 7:00,18.646,81.01,61.40,21.34,,,,
8/11/2022 8:00,20.788,72.75,54.72,28.86,,,,
8/11/2022 9:00,22.199,63.16,47.09,33.75,,,,
8/11/2022 10:00,23.324,67.88,50.17,33.05,,,,
8/11/2022 11:00,24.233,50.80,37.21,26.93,,,,
8/11/2022 12:00,25.057,52.55,38.15,20.81,,,,
8/11/2022 13:00,25.717,47.67,34.25,18.89,,,,
8/11/2022 14:00,25.787,53.53,38.01,17.66,,,,
8/11/2022 15:00,25.326,50.08,35.10,17.49,,,,
8/11/2022 16:00,24.439,47.45,32.82,16.26,,,,
8/11/2022 17:00,23.165,42.85,29.27,16.79,,,,
8/11/2022 18:00,21.43,41.27,27.87,16.44,,,,
8/11/2022 19:00,19.297,47.43,31.71,15.56,,,,
8/11/2022 20:00,17.918,47.28,31.35,16.79,,,,
8/11/2022 21:00,17.055,50.42,33.18,16.44,,,,
8/11/2022 22:00,16.329,45.65,29.84,16.09,,,,
8/11/2022 23:00,15.735,37.46,24.33,15.04,,,,
8/12/2022 0:00,15.191,39.27,25.36,14.69,,,,
8/12/2022 1:00,14.701,46.55,29.90,14.69,,,,
8/12/2022 2:00,14.259,49.19,31.44,14.69,,,,
8/12/2022 3:00,13.844,62.22,39.58,14.69,,,,
8/12/2022 4:00,13.443,83.20,52.70,15.39,,,,
8/12/2022 5:00,13.477,98.69,62.24,16.09,,,,
8/12/2022 6:00,14.448,74.93,47.06,14.34,,,,
8/12/2022 7:00,16.231,85.10,53.21,12.94,,,,
8/12/2022 8:00,18.153,69.65,43.26,13.99,,,,
8/12/2022 9:00,19.576,65.10,40.07,14.69,,,,
8/12/2022 10:00,20.709,64.52,39.31,15.22,,,,
8/12/2022 11:00,21.608,56.70,34.20,16.79,,,,
8/12/2022 12:00,22.206,57.79,34.51,16.44,,,,
8/12/2022 13:00,22.409,53.12,31.38,15.74,,,,
8/12/2022 14:00,22.308,49.75,29.07,16.09,,,,
8/12/2022 15:00,21.872,50.85,29.38,15.74,,,,
8/12/2022 16:00,21.163,47.49,27.13,16.79,,,,
8/12/2022 17:00,20.245,50.89,28.77,16.44,,,,
8/12/2022 18:00,18.95,55.07,30.83,16.79,,,,
8/12/2022 19:00,17.213,58.42,32.40,16.44,,,,
8/12/2022 20:00,16.11,65.43,35.96,16.79,,,,
8/12/2022 21:00,15.387,70.65,38.48,16.44,,,,
8/12/2022 22:00,14.812,59.60,32.17,16.09,,,,
8/12/2022 23:00,14.351,49.95,26.71,15.56,,,,
8/13/2022 0:00,13.932,46.80,24.77,14.34,,,,
8/13/2022 1:00,13.553,52.29,27.36,14.69,,,,
8/13/2022 2:00,13.191,55.80,28.87,14.34,,,,
8/13/2022 3:00,12.823,61.48,31.44,15.74,,,,
8/13/2022 4:00,12.442,71.72,36.24,15.56,,,,
8/13/2022 5:00,12.486,87.60,43.72,38.48,,,,
8/13/2022 6:00,13.438,107.12,52.83,113.68,,,,
8/13/2022 7:00,14.749,109.55,53.59,206.37,,,,
8/13/2022 8:00,16.073,96.62,47.10,236.80,,,,
8/13/2022 9:00,17.363,87.01,42.46,234.70,,,,
8/13/2022 10:00,18.487,80.85,39.55,229.28,,,,
8/13/2022 11:00,19.358,72.51,35.58,200.42,,,,
8/13/2022 12:00,19.901,70.62,34.80,163.52,,,,
8/13/2022 13:00,20.072,61.22,30.32,174.54,,,,
8/13/2022 14:00,19.916,55.33,27.60,164.74,,,,
8/13/2022 15:00,19.51,53.82,27.10,118.75,,,,
8/13/2022 16:00,18.965,51.26,26.10,70.30,,,,
8/13/2022 17:00,18.207,53.14,27.39,38.65,,,,
8/13/2022 18:00,17.059,55.18,28.81,26.76,,,,
8/13/2022 19:00,15.35,60.19,31.78,21.86,,,,
8/13/2022 20:00,14.286,63.81,33.99,19.24,,,,
8/13/2022 21:00,13.574,61.44,33.03,18.19,,,,
8/13/2022 22:00,12.908,53.75,29.14,17.84,,,,
8/13/2022 23:00,12.31,42.76,23.39,15.56,,,,
8/14/2022 0:00,11.735,40.98,22.61,14.34,,,,
8/14/2022 1:00,11.315,45.00,25.06,14.69,,,,
8/14/2022 2:00,10.945,48.10,27.06,14.34,,,,
8/14/2022 3:00,10.489,52.13,29.63,15.74,,,,
8/14/2022 4:00,10.053,62.38,35.87,15.56,,,,
8/14/2022 5:00,10.216,77.51,45.15,38.48,,,,
8/14/2022 6:00,11.912,96.62,57.03,113.68,,,,
8/14/2022 7:00,14.091,99.46,59.24,206.37,,,,
8/14/2022 8:00,16.271,91.72,54.84,236.80,,,,
8/14/2022 9:00,17.838,83.65,50.00,234.70,,,,
8/14/2022 10:00,19.09,78.89,47.08,229.28,,,,
8/14/2022 11:00,20.098,70.59,42.04,200.42,,,,
8/14/2022 12:00,20.885,70.94,42.17,163.52,,,,
8/14/2022 13:00,21.435,57.99,34.40,174.54,,,,
8/14/2022 14:00,21.712,52.95,31.32,164.74,,,,
8/14/2022 15:00,21.666,50.64,29.83,118.75,,,,
8/14/2022 16:00,21.331,44.95,26.35,70.30,,,,
8/14/2022 17:00,20.696,47.02,27.41,38.65,,,,
8/14/2022 18:00,19.273,48.13,27.91,26.76,,,,
8/14/2022 19:00,17.15,57.40,33.18,21.86,,,,
8/14/2022 20:00,16.1,59.64,34.45,19.24,,,,
8/14/2022 21:00,15.309,56.88,32.85,18.19,,,,
8/14/2022 22:00,14.657,51.43,29.72,17.84,,,,
8/14/2022 23:00,14.097,39.88,23.07,15.56,,,,
8/15/2022 0:00,13.648,39.63,22.96,14.34,,,,
8/15/2022 1:00,13.312,43.43,25.19,14.69,,,,
8/15/2022 2:00,13.096,46.30,26.87,14.34,,,,
8/15/2022 3:00,12.937,50.01,29.00,15.74,,,,
8/15/2022 4:00,12.819,59.58,34.48,15.56,,,,
8/15/2022 5:00,13.03,73.62,42.46,38.48,,,,
8/15/2022 6:00,13.85,91.16,52.37,113.68,,,,
8/15/2022 7:00,14.915,93.08,53.43,206.37,,,,
8/15/2022 8:00,16.23,85.08,48.95,236.80,,,,
8/15/2022 9:00,17.484,76.90,44.47,234.70,,,,
8/15/2022 10:00,18.645,71.89,41.85,229.28,,,,
8/15/2022 11:00,19.701,63.78,37.41,200.42,,,,
8/15/2022 12:00,20.428,62.78,37.05,163.52,,,,
8/15/2022 13:00,20.787,51.61,30.64,174.54,,,,
8/15/2022 14:00,20.828,46.80,27.98,164.74,,,,
8/15/2022 15:00,20.598,44.48,26.81,118.75,,,,
8/15/2022 16:00,20.191,39.28,23.88,70.30,,,,
8/15/2022 17:00,19.592,40.91,25.10,38.65,,,,
8/15/2022 18:00,18.589,45.70,28.29,26.76,,,,
8/15/2022 19:00,17.007,49.68,30.95,21.86,,,,
8/15/2022 20:00,16.035,51.55,32.31,19.24,,,,
8/15/2022 21:00,15.432,49.12,30.99,18.19,,,,
8/15/2022 22:00,14.903,44.40,28.16,17.84,,,,
8/15/2022 23:00,14.416,34.43,21.96,15.56,,,,
8/16/2022 0:00,13.898,34.90,22.39,14.34,,,,
8/16/2022 1:00,13.397,38.27,24.74,14.69,,,,
8/16/2022 2:00,12.926,40.85,26.64,14.34,,,,
8/16/2022 3:00,12.5,44.19,29.11,15.74,,,,
8/16/2022 4:00,12.135,52.78,35.14,15.56,,,,
8/16/2022 5:00,12.218,65.43,44.05,38.48,,,,
8/16/2022 6:00,13.666,81.36,55.35,113.68,,,,
8/16/2022 7:00,15.42,83.50,57.21,206.37,,,,
8/16/2022 8:00,17.263,76.49,52.66,236.80,,,,
8/16/2022 9:00,18.932,69.77,48.23,234.70,,,,
8/16/2022 10:00,20.191,65.60,45.54,229.28,,,,
8/16/2022 11:00,21.023,62.08,43.25,200.42,,,,
8/16/2022 12:00,21.717,58.70,41.02,163.52,,,,
8/16/2022 13:00,22.287,47.89,33.50,174.54,,,,
8/16/2022 14:00,22.606,43.64,30.51,164.74,,,,
8/16/2022 15:00,22.553,41.65,29.07,118.75,,,,
8/16/2022 16:00,22.214,36.90,25.69,70.30,,,,
8/16/2022 17:00,21.567,38.51,26.74,38.65,,,,
8/16/2022 18:00,20.096,39.35,27.24,26.76,,,,
8/16/2022 19:00,18.379,45.84,31.68,21.86,,,,
8/16/2022 20:00,17.49,48.57,33.56,19.24,,,,
8/16/2022 21:00,16.666,46.24,31.97,18.19,,,,
8/16/2022 22:00,16.144,41.74,28.92,17.84,,,,
8/16/2022 23:00,15.887,32.68,22.72,15.56,,,,
8/17/2022 0:00,15.675,29.87,20.82,14.34,,,,
8/17/2022 1:00,15.5,34.53,24.14,14.69,,,,
8/17/2022 2:00,15.349,34.24,24.01,14.34,,,,
8/17/2022 3:00,15.117,37.44,26.33,15.74,,,,
8/17/2022 4:00,14.893,46.29,32.67,15.56,,,,
8/17/2022 5:00,14.837,54.85,38.85,38.48,,,,
8/17/2022 6:00,15.49,71.49,50.85,113.68,,,,
8/17/2022 7:00,16.641,83.46,59.61,206.37,,,,
8/17/2022 8:00,18.362,71.22,51.06,236.80,,,,
8/17/2022 9:00,20.013,64.19,46.16,234.70,,,,
8/17/2022 10:00,21.137,59.72,43.09,229.28,,,,
8/17/2022 11:00,21.805,54.16,39.25,200.42,,,,
8/17/2022 12:00,22.055,51.12,37.28,163.52,,,,
8/17/2022 13:00,22.088,44.18,32.50,174.54,,,,
8/17/2022 14:00,22.172,37.84,28.13,164.74,,,,
8/17/2022 15:00,21.947,36.95,27.75,118.75,,,,
8/17/2022 16:00,21.468,32.13,24.39,70.30,,,,
8/17/2022 17:00,20.741,35.45,27.19,38.65,,,,
8/17/2022 18:00,19.632,37.58,29.08,26.76,,,,
8/17/2022 19:00,18.358,45.64,35.58,21.86,,,,
8/17/2022 20:00,17.687,45.91,35.97,19.24,,,,
8/17/2022 21:00,17.259,45.30,35.62,18.19,,,,
8/17/2022 22:00,16.931,39.88,31.45,17.84,,,,
8/17/2022 23:00,16.659,30.95,24.45,15.56,,,,
8/18/2022 0:00,16.434,31.22,24.68,14.34,,,,
8/18/2022 1:00,16.279,31.93,25.22,14.69,,,,
8/18/2022 2:00,16.186,30.82,24.30,14.69,,,,
8/18/2022 3:00,16.048,35.13,27.62,14.69,,,,
8/18/2022 4:00,15.896,43.88,34.37,15.39,,,,
8/18/2022 5:00,15.902,51.41,40.09,16.79,,,,
8/18/2022 6:00,16.652,71.56,55.53,17.84,,,,
8/18/2022 7:00,17.676,76.69,59.20,21.34,,,,
8/18/2022 8:00,19.231,68.75,52.81,28.86,,,,
8/18/2022 9:00,20.954,62.05,47.43,33.75,,,,
8/18/2022 10:00,22.373,63.88,48.57,33.05,,,,
8/18/2022 11:00,23.623,47.69,36.06,26.93,,,,
8/18/2022 12:00,24.586,49.20,36.99,20.81,,,,
8/18/2022 13:00,25.142,44.50,33.24,18.89,,,,
8/18/2022 14:00,25.383,49.84,36.98,17.66,,,,
8/18/2022 15:00,25.235,46.50,34.26,17.49,,,,
8/18/2022 16:00,24.69,43.94,32.14,16.26,,,,
8/18/2022 17:00,23.688,39.60,28.76,16.79,,,,
8/18/2022 18:00,22.056,38.07,27.46,16.44,,,,
8/18/2022 19:00,20.049,43.69,31.30,15.56,,,,
8/18/2022 20:00,18.94,43.26,30.76,16.79,,,,
8/18/2022 21:00,18.217,46.34,32.71,16.44,,,,
8/18/2022 22:00,17.546,41.91,29.39,16.09,,,,
8/18/2022 23:00,16.883,34.36,23.95,15.04,,,,
8/19/2022 0:00,16.213,35.99,24.93,14.69,,,,
8/19/2022 1:00,15.634,42.62,29.36,14.69,,,,
8/19/2022 2:00,15.205,50.00,34.25,14.69,,,,
8/19/2022 3:00,14.762,60.34,41.09,14.69,,,,
8/19/2022 4:00,14.385,75.94,51.40,15.39,,,,
8/19/2022 5:00,14.275,89.95,60.51,16.09,,,,
8/19/2022 6:00,14.914,68.18,45.59,14.34,,,,
8/19/2022 7:00,16.1,77.30,51.53,12.94,,,,
8/19/2022 8:00,17.645,63.15,42.04,13.99,,,,
8/19/2022 9:00,19.257,58.96,39.28,14.69,,,,
8/19/2022 10:00,20.669,58.39,38.89,15.22,,,,
8/19/2022 11:00,21.796,51.32,34.10,16.79,,,,
8/19/2022 12:00,22.627,52.33,34.63,16.44,,,,
8/19/2022 13:00,23.129,48.14,31.64,15.74,,,,
8/19/2022 14:00,23.302,45.13,29.38,16.09,,,,
8/19/2022 15:00,23.107,46.18,29.74,15.74,,,,
8/19/2022 16:00,22.606,43.17,27.45,16.79,,,,
8/19/2022 17:00,21.767,46.31,29.05,16.44,,,,
8/19/2022 18:00,20.19,50.16,31.02,16.79,,,,
8/19/2022 19:00,17.921,54.72,33.40,16.44,,,,
8/19/2022 20:00,16.999,59.70,36.09,16.79,,,,
8/19/2022 21:00,16.477,64.52,38.64,16.44,,,,
8/19/2022 22:00,15.898,54.49,32.30,16.09,,,,
8/19/2022 23:00,15.288,46.31,27.17,15.56,,,,
8/20/2022 0:00,14.713,42.10,24.44,14.34,,,,
8/20/2022 1:00,14.19,48.00,27.58,14.69,,,,
8/20/2022 2:00,13.683,51.32,29.20,14.34,,,,
8/20/2022 3:00,13.24,56.67,31.96,15.74,,,,
8/20/2022 4:00,12.856,66.28,37.07,15.56,,,,
8/20/2022 5:00,12.75,81.22,45.03,38.48,,,,
8/20/2022 6:00,14.161,99.70,54.76,113.68,,,,
8/20/2022 7:00,15.783,102.41,55.73,206.37,,,,
8/20/2022 8:00,17.849,89.94,48.55,236.80,,,,
8/20/2022 9:00,19.151,82.04,44.07,234.70,,,,
8/20/2022 10:00,20.135,76.51,41.00,229.28,,,,
8/20/2022 11:00,20.737,71.45,38.26,200.42,,,,
8/20/2022 12:00,20.954,67.95,36.43,163.52,,,,
8/20/2022 13:00,20.904,55.43,29.82,174.54,,,,
8/20/2022 14:00,20.648,52.78,28.58,164.74,,,,
8/20/2022 15:00,20.162,50.45,27.56,118.75,,,,
8/20/2022 16:00,19.451,45.89,25.33,70.30,,,,
8/20/2022 17:00,18.542,50.63,28.27,38.65,,,,
8/20/2022 18:00,17.284,52.49,29.66,26.76,,,,
8/20/2022 19:00,15.795,57.11,32.56,21.86,,,,
8/20/2022 20:00,14.932,60.35,34.58,19.24,,,,
8/20/2022 21:00,14.26,57.89,33.31,18.19,,,,
8/20/2022 22:00,13.644,50.42,29.12,17.84,,,,
8/20/2022 23:00,13.105,39.92,23.13,15.56,,,,
8/21/2022 0:00,12.539,38.06,22.12,14.34,,,,
8/21/2022 1:00,12.11,41.55,24.23,14.69,,,,
8/21/2022 2:00,11.804,44.14,25.81,14.34,,,,
8/21/2022 3:00,11.541,47.51,27.85,15.74,,,,
8/21/2022 4:00,11.097,56.43,33.13,15.56,,,,
8/21/2022 5:00,10.848,69.53,40.90,38.48,,,,
8/21/2022 6:00,12.261,85.89,50.65,113.68,,,,
8/21/2022 7:00,14.155,87.55,51.92,206.37,,,,
8/21/2022 8:00,16.857,79.91,47.73,236.80,,,,
8/21/2022 9:00,18.703,72.14,43.46,234.70,,,,
8/21/2022 10:00,19.975,67.38,41.06,229.28,,,,
8/21/2022 11:00,20.959,59.73,36.84,200.42,,,,
8/21/2022 12:00,21.704,59.52,37.16,163.52,,,,
8/21/2022 13:00,22.181,48.28,30.51,174.54,,,,
8/21/2022 14:00,22.381,43.77,28.01,164.74,,,,
8/21/2022 15:00,22.253,41.59,26.95,118.75,,,,
8/21/2022 16:00,21.82,36.71,24.09,70.30,,,,
8/21/2022 17:00,21.027,38.21,25.39,38.65,,,,
8/21/2022 18:00,19.161,38.97,26.20,26.76,,,,
8/21/2022 19:00,16.828,46.34,31.45,21.86,,,,
8/21/2022 20:00,15.787,48.04,32.89,19.24,,,,
8/21/2022 21:00,15.048,45.74,31.57,18.19,,,,
8/21/2022 22:00,14.372,41.31,28.72,17.84,,,,
8/21/2022 23:00,13.765,32.01,22.40,15.56,,,,
8/22/2022 0:00,13.21,31.79,22.39,14.34,,,,
8/22/2022 1:00,12.711,34.83,24.68,14.69,,,,
8/22/2022 2:00,12.286,37.15,26.48,14.34,,,,
8/22/2022 3:00,11.894,40.14,28.76,15.74,,,,
8/22/2022 4:00,11.496,47.88,34.47,15.56,,,,
8/22/2022 5:00,11.391,59.27,42.85,38.48,,,,
8/22/2022 6:00,13.483,73.56,53.39,113.68,,,,
8/22/2022 7:00,15.693,75.33,54.86,206.37,,,,
8/22/2022 8:00,18.758,68.85,50.32,236.80,,,,
8/22/2022 9:00,21.204,62.65,45.97,234.70,,,,
8/22/2022 10:00,22.665,60.13,44.36,229.28,,,,
8/22/2022 11:00,23.715,55.49,41.16,200.42,,,,
8/22/2022 12:00,24.528,52.35,39.03,163.52,,,,
8/22/2022 13:00,25.084,42.62,31.94,174.54,,,,
8/22/2022 14:00,25.343,38.77,29.20,164.74,,,,
8/22/2022 15:00,25.26,36.96,27.97,118.75,,,,
8/22/2022 16:00,24.836,32.72,24.89,70.30,,,,
8/22/2022 17:00,23.939,34.15,26.10,38.65,,,,
8/22/2022 18:00,21.61,34.91,26.80,26.76,,,,
8/22/2022 19:00,19.021,40.72,31.35,21.86,,,,
8/22/2022 20:00,17.857,43.20,33.34,19.24,,,,
8/22/2022 21:00,16.972,41.20,31.87,18.19,,,,
8/22/2022 22:00,16.173,37.24,28.90,17.84,,,,
8/22/2022 23:00,15.463,29.20,22.74,15.56,,,,
8/23/2022 0:00,14.846,26.65,20.82,14.34,,,,
8/23/2022 1:00,14.283,32.07,25.14,14.69,,,,
8/23/2022 2:00,13.735,34.20,26.90,14.34,,,,
8/23/2022 3:00,13.185,36.96,29.18,15.74,,,,
8/23/2022 4:00,12.7,44.08,34.93,15.56,,,,
8/23/2022 5:00,12.533,54.54,43.40,38.48,,,,
8/23/2022 6:00,14.434,67.66,54.05,113.68,,,,
8/23/2022 7:00,16.726,69.26,55.54,206.37,,,,
8/23/2022 8:00,19.873,63.28,50.93,236.80,,,,
8/23/2022 9:00,22.815,57.56,46.47,234.70,,,,
8/23/2022 10:00,24.247,55.22,44.73,229.28,,,,
8/23/2022 11:00,25.284,50.94,41.42,200.42,,,,
8/23/2022 12:00,26.086,48.03,39.22,163.52,,,,
8/23/2022 13:00,26.617,39.08,32.04,174.54,,,,
8/23/2022 14:00,26.86,35.54,29.25,164.74,,,,
8/23/2022 15:00,26.787,33.87,27.97,118.75,,,,
8/23/2022 16:00,26.333,29.97,24.84,70.30,,,,
8/23/2022 17:00,25.345,31.27,26.00,38.65,,,,
8/23/2022 18:00,22.654,31.95,26.65,26.76,,,,
8/23/2022 19:00,19.753,37.25,31.19,21.86,,,,
8/23/2022 20:00,18.715,39.51,33.25,19.24,,,,
8/23/2022 21:00,17.98,37.67,31.89,18.19,,,,
8/23/2022 22:00,17.266,34.06,29.00,17.84,,,,
8/23/2022 23:00,16.587,26.72,22.88,15.56,,,,
8/24/2022 0:00,15.982,24.48,21.08,14.34,,,,
8/24/2022 1:00,15.467,28.35,24.56,14.69,,,,
8/24/2022 2:00,14.992,28.18,24.54,14.34,,,,
8/24/2022 3:00,14.558,31.74,27.80,15.74,,,,
8/24/2022 4:00,14.125,37.21,32.75,15.56,,,,
8/24/2022 5:00,13.919,45.42,40.18,38.48,,,,
8/24/2022 6:00,15.865,59.30,52.71,113.68,,,,
8/24/2022 7:00,18.035,69.34,61.86,206.37,,,,
8/24/2022 8:00,21.047,59.24,53.03,236.80,,,,
8/24/2022 9:00,24.044,52.31,46.96,234.70,,,,
8/24/2022 10:00,25.756,49.76,44.78,229.28,,,,
8/24/2022 11:00,26.87,45.14,40.72,200.42,,,,
8/24/2022 12:00,27.659,42.61,38.52,163.52,,,,
8/24/2022 13:00,28.151,36.81,33.34,174.54,,,,
8/24/2022 14:00,28.33,31.50,28.59,164.74,,,,
8/24/2022 15:00,28.148,30.70,27.91,118.75,,,,
8/24/2022 16:00,27.619,26.63,24.25,70.30,,,,
8/24/2022 17:00,26.638,29.29,26.72,38.65,,,,
8/24/2022 18:00,24.295,30.92,28.26,26.76,,,,
8/24/2022 19:00,22.041,37.20,34.08,21.86,,,,
8/24/2022 20:00,21.228,37.52,34.46,19.24,,,,
8/24/2022 21:00,20.584,35.15,32.36,18.19,,,,
8/24/2022 22:00,19.971,31.96,29.49,17.84,,,,
8/24/2022 23:00,19.387,24.80,22.94,15.56,,,,
8/25/2022 0:00,18.828,24.85,23.03,14.34,,,,
8/25/2022 1:00,18.275,25.26,23.45,14.69,,,,
8/25/2022 2:00,17.78,24.22,22.53,14.69,,,,
8/25/2022 3:00,17.35,27.42,25.56,14.69,,,,
8/25/2022 4:00,16.931,34.02,31.76,15.39,,,,
8/25/2022 5:00,16.636,39.60,37.03,16.79,,,,
8/25/2022 6:00,18.048,54.75,51.28,17.84,,,,
8/25/2022 7:00,20.011,58.28,54.67,21.34,,,,
8/25/2022 8:00,22.849,52.59,49.39,28.86,,,,
8/25/2022 9:00,25.616,44.70,42.02,33.75,,,,
8/25/2022 10:00,27.249,47.64,44.83,33.05,,,,
8/25/2022 11:00,28.281,35.36,33.31,26.93,,,,
8/25/2022 12:00,29.003,36.28,34.21,20.81,,,,
8/25/2022 13:00,29.431,32.64,30.81,18.89,,,,
8/25/2022 14:00,29.53,36.35,34.34,17.66,,,,
8/25/2022 15:00,29.338,33.73,31.89,17.49,,,,
8/25/2022 16:00,28.864,31.69,29.99,16.26,,,,
8/25/2022 17:00,27.961,28.40,26.88,16.79,,,,
8/25/2022 18:00,25.876,27.13,25.69,16.44,,,,
8/25/2022 19:00,23.926,30.93,29.30,15.56,,,,
8/25/2022 20:00,23.114,30.42,28.82,16.79,,,,
8/25/2022 21:00,22.443,32.28,30.58,16.44,,,,
8/25/2022 22:00,21.737,28.73,27.22,16.09,,,,
8/25/2022 23:00,21.014,22.39,21.21,15.04,,,,
8/26/2022 0:00,20.379,25.28,23.95,14.69,,,,
8/26/2022 1:00,19.828,30.98,29.34,14.69,,,,
8/26/2022 2:00,19.333,33.65,31.87,14.69,,,,
8/26/2022 3:00,18.882,40.28,38.15,14.69,,,,
8/26/2022 4:00,18.44,52.43,49.66,15.39,,,,
8/26/2022 5:00,18.169,62.25,58.95,16.09,,,,
8/26/2022 6:00,19.424,47.58,45.05,14.34,,,,
8/26/2022 7:00,21.145,53.17,50.34,12.94,,,,
8/26/2022 8:00,23.866,39.97,37.85,13.99,,,,
8/26/2022 9:00,26.545,35.82,33.93,14.69,,,,
8/26/2022 10:00,28.235,36.07,34.19,15.22,,,,
8/26/2022 11:00,29.334,31.94,30.28,16.79,,,,
8/26/2022 12:00,30.025,32.28,30.61,16.44,,,,
8/26/2022 13:00,30.363,29.43,27.91,15.74,,,,
8/26/2022 14:00,30.392,27.36,25.95,16.09,,,,
8/26/2022 15:00,30.104,27.79,26.35,15.74,,,,
8/26/2022 16:00,29.495,25.81,24.47,16.79,,,,
8/26/2022 17:00,28.455,27.53,26.09,16.44,,,,
8/26/2022 18:00,26.146,29.68,28.13,16.79,,,,
8/26/2022 19:00,24.045,32.25,30.57,16.44,,,,
8/26/2022 20:00,23.102,33.37,31.65,16.79,,,,
8/26/2022 21:00,22.329,36.81,34.93,16.44,,,,
8/26/2022 22:00,21.606,32.00,30.37,16.09,,,,
8/26/2022 23:00,20.936,27.01,25.65,15.56,,,,
8/27/2022 0:00,20.299,23.50,22.33,14.34,,,,
8/27/2022 1:00,19.766,28.82,27.40,14.69,,,,
8/27/2022 2:00,19.292,28.36,26.98,14.34,,,,
8/27/2022 3:00,18.846,31.45,29.93,15.74,,,,
8/27/2022 4:00,18.383,39.20,37.34,15.56,,,,
8/27/2022 5:00,18.029,50.70,48.32,38.48,,,,
8/27/2022 6:00,19.435,64.07,61.10,113.68,,,,
8/27/2022 7:00,21.33,67.27,64.17,206.37,,,,
8/27/2022 8:00,24.096,50.28,47.96,236.80,,,,
8/27/2022 9:00,27.006,47.22,45.00,234.70,,,,
8/27/2022 10:00,28.658,46.59,44.34,229.28,,,,
8/27/2022 11:00,29.602,43.15,41.03,200.42,,,,
8/27/2022 12:00,30.136,41.30,39.26,163.52,,,,
8/27/2022 13:00,30.337,33.93,32.24,174.54,,,,
8/27/2022 14:00,30.253,32.55,30.94,164.74,,,,
8/27/2022 15:00,29.897,31.37,29.81,118.75,,,,
8/27/2022 16:00,29.287,28.77,27.34,70.30,,,,
8/27/2022 17:00,28.318,30.04,28.54,38.65,,,,
8/27/2022 18:00,26.363,30.66,29.11,26.76,,,,
8/27/2022 19:00,24.639,36.01,34.17,21.86,,,,
8/27/2022 20:00,23.625,39.11,37.09,19.24,,,,
8/27/2022 21:00,22.768,35.39,33.55,18.19,,,,
8/27/2022 22:00,22.061,34.14,32.35,17.84,,,,
8/27/2022 23:00,21.461,26.50,25.11,15.56,,,,
