Datum/ Uhrzeit,Außenluft-temperatur [°C],ge. Wärme-lastgang [kW],Trink-WW-Lastgang [kW],Strom-lastgang [kW],,Eingabe,,
3/22/2022 11:00,13.923,201.35,45.76,273.17,,,,
3/22/2022 12:00,15.14,186.67,42.08,247.64,,,,
3/22/2022 13:00,15.933,175.73,39.26,191.68,,,,
3/22/2022 14:00,16.317,165.50,36.58,196.75,,,,
3/22/2022 15:00,16.255,154.20,33.67,207.59,,,,
3/22/2022 16:00,15.643,145.87,31.44,164.04,,,,
3/22/2022 17:00,13.518,151.99,32.30,94.09,,,,
3/22/2022 18:00,10.717,168.74,35.45,45.12,,,,
3/22/2022 19:00,9.724,182.94,38.07,29.91,,,,
3/22/2022 20:00,9.091,188.47,38.84,23.09,,,,
3/22/2022 21:00,8.469,178.10,36.32,18.71,,,,
3/22/2022 22:00,7.831,151.95,30.65,16.26,,,,
3/22/2022 23:00,7.162,136.37,27.22,15.04,,,,
3/23/2022 0:00,6.535,131.88,26.07,13.64,,,,
3/23/2022 1:00,5.862,140.93,27.62,13.29,,,,
3/23/2022 2:00,5.208,146.78,28.58,13.29,,,,
3/23/2022 3:00,4.644,158.99,30.82,13.29,,,,
3/23/2022 4:00,4.143,178.21,34.46,13.47,,,,
3/23/2022 5:00,3.837,217.84,42.07,18.19,,,,
3/23/2022 6:00,3.859,264.10,50.97,20.99,,,,
3/23/2022 7:00,5.42,279.83,53.96,114.73,,,,
3/23/2022 8:00,6.952,295.88,56.78,244.14,,,,
3/23/2022 9:00,8.897,273.68,52.22,273.00,,,,
3/23/2022 10:00,10.822,256.69,48.65,274.75,,,,
3/23/2022 11:00,12.374,236.31,44.45,273.17,,,,
3/23/2022 12:00,13.382,232.24,43.30,247.64,,,,
3/23/2022 13:00,13.846,215.01,39.73,191.68,,,,
3/23/2022 14:00,13.953,201.21,36.84,196.75,,,,
3/23/2022 15:00,13.671,196.84,35.71,207.59,,,,
3/23/2022 16:00,12.898,194.60,34.97,164.04,,,,
3/23/2022 17:00,11.185,198.92,35.41,94.09,,,,
3/23/2022 18:00,8.831,205.59,36.29,45.12,,,,
3/23/2022 19:00,7.722,230.91,40.38,29.91,,,,
3/23/2022 20:00,6.97,230.11,39.85,23.09,,,,
3/23/2022 21:00,6.269,220.06,37.71,18.71,,,,
3/23/2022 22:00,5.665,189.42,32.12,16.26,,,,
3/23/2022 23:00,5.148,170.33,28.57,15.04,,,,
3/24/2022 0:00,4.75,163.87,27.19,14.69,,,,
3/24/2022 1:00,4.491,171.50,28.16,13.64,,,,
3/24/2022 2:00,4.285,181.41,29.49,13.12,,,,
3/24/2022 3:00,4.112,194.76,31.37,14.34,,,,
3/24/2022 4:00,3.907,214.46,34.24,13.64,,,,
3/24/2022 5:00,3.687,262.83,41.63,15.04,,,,
3/24/2022 6:00,3.667,319.29,50.19,15.91,,,,
3/24/2022 7:00,4.419,319.31,49.85,19.76,,,,
3/24/2022 8:00,5.727,312.24,48.44,34.98,,,,
3/24/2022 9:00,7.502,309.06,47.62,43.72,,,,
3/24/2022 10:00,9.191,288.07,43.98,43.37,,,,
3/24/2022 11:00,10.504,277.37,41.82,43.55,,,,
3/24/2022 12:00,11.417,262.81,39.03,36.90,,,,
3/24/2022 13:00,11.896,224.56,32.80,26.93,,,,
3/24/2022 14:00,11.937,230.28,33.06,21.69,,,,
3/24/2022 15:00,11.573,221.99,31.32,20.29,,,,
3/24/2022 16:00,10.821,211.65,29.37,18.89,,,,
3/24/2022 17:00,9.313,212.61,29.06,17.66,,,,
3/24/2022 18:00,6.716,252.82,34.14,16.96,,,,
3/24/2022 19:00,5.478,243.18,32.58,17.49,,,,
3/24/2022 20:00,4.62,247.39,32.94,16.96,,,,
3/24/2022 21:00,3.82,239.39,31.73,19.06,,,,
3/24/2022 22:00,3.146,211.35,27.91,18.54,,,,
3/24/2022 23:00,2.614,191.17,25.17,16.26,,,,
3/25/2022 0:00,2.274,203.06,26.69,15.04,,,,
3/25/2022 1:00,2.137,209.55,27.52,13.64,,,,
3/25/2022 2:00,2.064,206.15,27.07,14.69,,,,
3/25/2022 3:00,2.012,234.10,30.73,13.64,,,,
3/25/2022 4:00,1.934,283.42,37.20,13.99,,,,
3/25/2022 5:00,1.827,336.25,44.14,14.69,,,,
3/25/2022 6:00,1.97,297.80,39.11,13.64,,,,
3/25/2022 7:00,2.848,293.67,38.58,13.29,,,,
3/25/2022 8:00,4,288.93,37.95,13.29,,,,
3/25/2022 9:00,5.169,274.45,36.02,13.29,,,,
3/25/2022 10:00,6.011,255.12,33.49,13.99,,,,
3/25/2022 11:00,6.582,248.57,32.66,14.69,,,,
3/25/2022 12:00,7.012,234.74,30.90,13.64,,,,
3/25/2022 13:00,7.248,222.74,29.39,13.99,,,,
3/25/2022 14:00,7.211,230.03,30.44,14.69,,,,
3/25/2022 15:00,6.954,220.42,29.26,13.64,,,,
3/25/2022 16:00,6.51,235.99,31.43,12.94,,,,
3/25/2022 17:00,5.716,247.83,33.13,15.04,,,,
3/25/2022 18:00,4.39,248.84,33.37,16.09,,,,
3/25/2022 19:00,3.693,253.36,34.06,16.09,,,,
3/25/2022 20:00,3.207,252.49,34.02,15.04,,,,
3/25/2022 21:00,2.752,244.49,33.02,14.69,,,,
3/25/2022 22:00,2.259,213.62,28.92,14.69,,,,
3/25/2022 23:00,2.07,204.00,27.70,13.64,,,,
3/26/2022 0:00,2.047,189.32,25.76,13.29,,,,
3/26/2022 1:00,2.081,196.03,26.71,13.29,,,,
3/26/2022 2:00,1.973,200.74,27.36,13.29,,,,
3/26/2022 3:00,1.92,217.17,29.61,13.47,,,,
3/26/2022 4:00,1.987,235.83,32.17,18.19,,,,
3/26/2022 5:00,2.014,283.78,38.71,20.99,,,,
3/26/2022 6:00,2.062,323.14,44.08,114.73,,,,
3/26/2022 7:00,2.752,330.93,45.18,244.14,,,,
3/26/2022 8:00,3.792,321.62,43.98,273.00,,,,
3/26/2022 9:00,5.189,306.34,41.98,274.75,,,,
3/26/2022 10:00,6.318,290.56,39.94,273.17,,,,
3/26/2022 11:00,7.167,264.81,36.58,247.64,,,,
3/26/2022 12:00,7.745,254.65,35.38,191.68,,,,
3/26/2022 13:00,8.082,239.33,33.48,196.75,,,,
3/26/2022 14:00,8.173,233.48,32.90,207.59,,,,
3/26/2022 15:00,7.972,229.42,32.57,164.04,,,,
3/26/2022 16:00,7.523,234.54,33.56,94.09,,,,
3/26/2022 17:00,6.689,233.91,33.73,45.12,,,,
3/26/2022 18:00,5.141,237.79,34.55,29.91,,,,
3/26/2022 19:00,4.346,234.89,34.37,23.09,,,,
3/26/2022 20:00,3.89,220.95,32.55,18.71,,,,
3/26/2022 21:00,3.481,208.85,30.99,16.26,,,,
3/26/2022 22:00,3.082,181.66,27.14,15.04,,,,
3/26/2022 23:00,2.679,163.54,24.61,13.64,,,,
3/27/2022 0:00,2.415,161.29,24.46,13.29,,,,
3/27/2022 1:00,2.235,169.22,25.85,13.29,,,,
3/27/2022 2:00,2.077,172.81,26.60,13.29,,,,
3/27/2022 3:00,2.003,183.74,28.49,13.47,,,,
3/27/2022 4:00,2.002,199.25,31.10,18.19,,,,
3/27/2022 5:00,2.058,238.48,37.46,20.99,,,,
3/27/2022 6:00,2.283,272.56,43.03,114.73,,,,
3/27/2022 7:00,3.206,283.64,44.98,244.14,,,,
3/27/2022 8:00,4.387,275.69,44.04,273.00,,,,
3/27/2022 9:00,6.122,261.77,42.20,274.75,,,,
3/27/2022 10:00,7.689,248.05,40.43,273.17,,,,
3/27/2022 11:00,8.825,230.03,37.89,247.64,,,,
3/27/2022 12:00,9.627,217.70,36.19,191.68,,,,
3/27/2022 13:00,10.104,208.47,34.95,196.75,,,,
3/27/2022 14:00,10.256,184.59,31.19,207.59,,,,
3/27/2022 15:00,10.104,179.49,30.57,164.04,,,,
3/27/2022 16:00,9.648,173.92,29.83,94.09,,,,
3/27/2022 17:00,8.743,199.63,34.49,45.12,,,,
3/27/2022 18:00,6.983,193.86,33.75,29.91,,,,
3/27/2022 19:00,6.177,192.85,33.82,23.09,,,,
3/27/2022 20:00,5.729,189.96,33.52,18.71,,,,
3/27/2022 21:00,5.322,176.85,31.37,16.26,,,,
3/27/2022 22:00,4.948,148.64,26.50,15.04,,,,
3/27/2022 23:00,4.614,136.95,24.52,13.64,,,,
3/28/2022 0:00,4.331,135.50,24.36,13.29,,,,
3/28/2022 1:00,4.097,142.12,25.65,13.29,,,,
3/28/2022 2:00,3.904,145.09,26.29,13.29,,,,
3/28/2022 3:00,3.724,154.23,28.04,13.47,,,,
3/28/2022 4:00,3.524,167.21,30.50,18.19,,,,
3/28/2022 5:00,3.302,200.09,36.63,20.99,,,,
3/28/2022 6:00,3.409,228.70,42.06,114.73,,,,
3/28/2022 7:00,4.945,238.10,44.02,244.14,,,,
3/28/2022 8:00,6.616,231.65,43.07,273.00,,,,
3/28/2022 9:00,8.785,226.16,42.33,274.75,,,,
3/28/2022 10:00,10.167,208.90,39.41,273.17,,,,
3/28/2022 11:00,11.015,194.78,37.10,247.64,,,,
3/28/2022 12:00,11.584,178.27,34.32,191.68,,,,
3/28/2022 13:00,11.947,167.75,32.70,196.75,,,,
3/28/2022 14:00,12.013,156.09,30.85,207.59,,,,
3/28/2022 15:00,11.767,152.01,30.51,164.04,,,,
3/28/2022 16:00,11.309,147.58,30.11,94.09,,,,
3/28/2022 17:00,10.459,146.93,30.46,45.12,,,,
3/28/2022 18:00,8.602,149.58,31.44,29.91,,,,
3/28/2022 19:00,7.558,165.26,35.00,23.09,,,,
3/28/2022 20:00,6.95,163.41,34.80,18.71,,,,
3/28/2022 21:00,6.383,152.69,32.66,16.26,,,,
3/28/2022 22:00,5.917,128.78,27.63,15.04,,,,
3/28/2022 23:00,5.543,114.22,24.56,13.64,,,,
3/29/2022 0:00,5.216,113.98,24.52,13.29,,,,
3/29/2022 1:00,4.911,120.96,26.01,13.29,,,,
3/29/2022 2:00,4.634,129.39,27.79,13.29,,,,
3/29/2022 3:00,4.442,137.66,29.50,13.47,,,,
3/29/2022 4:00,4.359,149.26,31.89,18.19,,,,
3/29/2022 5:00,4.263,178.51,37.96,20.99,,,,
3/29/2022 6:00,4.559,203.71,43.04,114.73,,,,
3/29/2022 7:00,6.16,211.51,44.45,244.14,,,,
3/29/2022 8:00,8.068,220.17,46.28,273.00,,,,
3/29/2022 9:00,10.465,199.34,41.99,274.75,,,,
3/29/2022 10:00,12.171,187.08,39.66,273.17,,,,
3/29/2022 11:00,13.29,170.32,36.52,247.64,,,,
3/29/2022 12:00,14.185,155.45,33.77,191.68,,,,
3/29/2022 13:00,14.851,146.05,32.14,196.75,,,,
3/29/2022 14:00,15.167,135.87,30.25,207.59,,,,
3/29/2022 15:00,15.088,123.44,27.77,164.04,,,,
3/29/2022 16:00,14.606,115.56,26.25,94.09,,,,
3/29/2022 17:00,13.179,128.65,29.48,45.12,,,,
3/29/2022 18:00,10.153,131.50,30.35,29.91,,,,
3/29/2022 19:00,8.647,141.69,32.97,23.09,,,,
3/29/2022 20:00,7.789,145.25,34.12,18.71,,,,
3/29/2022 21:00,7.03,136.75,32.45,16.26,,,,
3/29/2022 22:00,6.32,116.40,27.93,15.04,,,,
3/29/2022 23:00,5.666,104.39,25.34,15.04,,,,
3/30/2022 0:00,5.129,101.02,24.80,13.64,,,,
3/30/2022 1:00,4.645,108.17,26.86,13.99,,,,
3/30/2022 2:00,4.215,118.94,29.85,14.69,,,,
3/30/2022 3:00,3.817,125.65,31.85,13.64,,,,
3/30/2022 4:00,3.429,138.73,35.52,13.99,,,,
3/30/2022 5:00,3.007,170.75,44.15,14.69,,,,
3/30/2022 6:00,3.476,208.64,54.46,13.64,,,,
3/30/2022 7:00,6.221,222.98,58.63,13.29,,,,
3/30/2022 8:00,8.494,237.95,62.65,13.29,,,,
3/30/2022 9:00,11.718,222.26,58.44,13.29,,,,
3/30/2022 10:00,14.437,212.66,55.52,13.99,,,,
3/30/2022 11:00,15.875,195.77,50.45,14.69,,,,
3/30/2022 12:00,16.695,195.52,49.59,13.64,,,,
3/30/2022 13:00,17.123,179.57,44.73,13.99,,,,
3/30/2022 14:00,17.212,161.96,39.58,14.69,,,,
3/30/2022 15:00,16.963,157.32,37.68,13.64,,,,
3/30/2022 16:00,16.283,145.83,34.21,12.94,,,,
3/30/2022 17:00,14.525,157.43,36.18,15.04,,,,
3/30/2022 18:00,11.717,177.81,40.08,16.09,,,,
3/30/2022 19:00,10.45,197.56,43.72,16.09,,,,
3/30/2022 20:00,9.753,194.04,42.10,15.04,,,,
3/30/2022 21:00,9.096,190.73,40.55,14.69,,,,
3/30/2022 22:00,8.484,164.08,34.15,14.69,,,,
3/30/2022 23:00,7.83,147.38,30.00,14.69,,,,
3/31/2022 0:00,7.21,141.53,28.17,13.64,,,,
3/31/2022 1:00,6.632,144.92,28.20,13.12,,,,
3/31/2022 2:00,6.105,145.81,27.75,14.34,,,,
3/31/2022 3:00,5.661,165.70,30.87,13.64,,,,
3/31/2022 4:00,5.22,193.28,35.25,15.04,,,,
3/31/2022 5:00,4.758,229.52,41.03,15.91,,,,
3/31/2022 6:00,4.804,269.06,47.18,19.76,,,,
3/31/2022 7:00,6.475,267.31,46.09,34.98,,,,
3/31/2022 8:00,8.236,276.42,46.89,43.72,,,,
3/31/2022 9:00,10.417,254.83,42.67,43.37,,,,
3/31/2022 10:00,12.066,248.98,41.25,43.55,,,,
3/31/2022 11:00,12.91,224.23,36.80,36.90,,,,
3/31/2022 12:00,13.37,210.94,34.39,26.93,,,,
3/31/2022 13:00,13.537,178.55,29.00,21.69,,,,
3/31/2022 14:00,13.436,181.41,29.41,20.29,,,,
3/31/2022 15:00,13.043,173.32,28.10,18.89,,,,
3/31/2022 16:00,12.302,163.84,26.59,17.66,,,,
3/31/2022 17:00,10.825,163.26,26.56,16.96,,,,
3/31/2022 18:00,8.13,174.67,28.50,17.49,,,,
3/31/2022 19:00,6.603,184.06,30.05,16.96,,,,
3/31/2022 20:00,5.716,185.92,30.38,19.06,,,,
3/31/2022 21:00,4.827,177.21,29.02,18.54,,,,
3/31/2022 22:00,3.997,156.42,25.68,16.26,,,,
3/31/2022 23:00,3.219,140.31,23.12,15.04,,,,
4/1/2022 0:00,2.543,147.74,24.45,13.64,,,,
4/1/2022 1:00,1.972,151.05,25.13,13.99,,,,
4/1/2022 2:00,1.494,147.14,24.62,14.69,,,,
4/1/2022 3:00,1.105,165.34,27.84,13.64,,,,
4/1/2022 4:00,0.785,197.96,33.57,13.99,,,,
4/1/2022 5:00,0.483,232.13,39.67,14.69,,,,
4/1/2022 6:00,0.997,203.08,34.98,13.64,,,,
4/1/2022 7:00,2.728,197.70,34.33,13.29,,,,
4/1/2022 8:00,5.23,191.92,33.62,13.29,,,,
4/1/2022 9:00,7.927,179.43,31.71,13.29,,,,
4/1/2022 10:00,9.864,164.91,29.42,13.99,,,,
4/1/2022 11:00,11.337,158.57,28.60,14.69,,,,
4/1/2022 12:00,12.427,146.37,26.71,13.64,,,,
4/1/2022 13:00,13.12,133.85,24.71,13.99,,,,
4/1/2022 14:00,13.424,134.01,25.00,14.69,,,,
4/1/2022 15:00,13.333,129.12,24.31,13.64,,,,
4/1/2022 16:00,12.851,129.16,24.51,12.94,,,,
4/1/2022 17:00,11.481,128.57,24.56,15.04,,,,
4/1/2022 18:00,8.343,135.54,26.06,16.09,,,,
4/1/2022 19:00,6.805,147.76,28.81,16.09,,,,
4/1/2022 20:00,6.181,153.28,30.42,15.04,,,,
4/1/2022 21:00,5.491,145.73,29.48,14.69,,,,
4/1/2022 22:00,4.841,136.40,28.16,14.69,,,,
4/1/2022 23:00,4.252,120.47,25.41,15.04,,,,
4/2/2022 0:00,3.722,112.14,24.19,13.64,,,,
4/2/2022 1:00,3.311,116.70,25.75,13.99,,,,
4/2/2022 2:00,3.008,120.35,27.16,14.69,,,,
4/2/2022 3:00,2.763,131.40,30.33,13.64,,,,
4/2/2022 4:00,2.536,144.30,34.06,13.99,,,,
4/2/2022 5:00,2.294,175.92,42.46,14.69,,,,
4/2/2022 6:00,2.832,203.34,50.22,13.64,,,,
4/2/2022 7:00,4.727,211.75,53.44,13.29,,,,
4/2/2022 8:00,7.17,209.60,53.75,13.29,,,,
4/2/2022 9:00,10.008,207.20,53.54,13.29,,,,
4/2/2022 10:00,12.296,197.56,50.96,13.99,,,,
4/2/2022 11:00,13.911,183.96,47.05,14.69,,,,
4/2/2022 12:00,14.908,172.44,43.56,13.64,,,,
4/2/2022 13:00,15.371,164.76,41.04,13.99,,,,
4/2/2022 14:00,15.402,159.79,39.23,14.69,,,,
4/2/2022 15:00,15.053,147.66,35.74,13.64,,,,
4/2/2022 16:00,14.269,143.49,34.25,12.94,,,,
4/2/2022 17:00,12.812,163.24,38.47,15.04,,,,
4/2/2022 18:00,11.246,169.89,39.59,16.09,,,,
4/2/2022 19:00,10.524,186.25,42.90,16.09,,,,
4/2/2022 20:00,10.102,189.53,43.05,15.04,,,,
4/2/2022 21:00,9.62,187.63,41.95,14.69,,,,
4/2/2022 22:00,9.157,159.94,35.18,14.69,,,,
4/2/2022 23:00,8.673,141.59,30.64,13.64,,,,
4/3/2022 0:00,8.179,137.77,29.32,13.29,,,,
4/3/2022 1:00,7.715,148.48,31.09,13.29,,,,
4/3/2022 2:00,7.336,155.83,32.10,13.29,,,,
4/3/2022 3:00,7.01,172.20,34.89,13.47,,,,
4/3/2022 4:00,6.755,199.79,39.84,18.19,,,,
4/3/2022 5:00,6.625,234.26,46.00,20.99,,,,
4/3/2022 6:00,6.835,277.23,53.63,114.73,,,,
4/3/2022 7:00,7.686,295.42,56.32,244.14,,,,
4/3/2022 8:00,8.577,300.21,56.45,273.00,,,,
4/3/2022 9:00,9.692,275.79,51.21,274.75,,,,
4/3/2022 10:00,10.737,257.25,47.22,273.17,,,,
4/3/2022 11:00,11.596,242.09,43.97,247.64,,,,
4/3/2022 12:00,12.299,223.54,40.18,191.68,,,,
4/3/2022 13:00,12.696,212.16,37.76,196.75,,,,
4/3/2022 14:00,12.721,199.03,35.09,207.59,,,,
4/3/2022 15:00,12.433,195.30,34.13,164.04,,,,
4/3/2022 16:00,11.826,190.95,33.09,94.09,,,,
4/3/2022 17:00,10.669,191.29,32.88,45.12,,,,
4/3/2022 18:00,9.013,195.83,33.41,29.91,,,,
4/3/2022 19:00,7.86,217.37,36.82,23.09,,,,
4/3/2022 20:00,7.068,215.87,36.34,18.71,,,,
4/3/2022 21:00,6.434,202.52,33.93,16.26,,,,
4/3/2022 22:00,5.92,171.48,28.61,15.04,,,,
4/3/2022 23:00,5.396,152.69,25.38,13.64,,,,
4/4/2022 0:00,4.91,150.02,24.87,13.29,,,,
4/4/2022 1:00,4.421,167.26,27.68,13.29,,,,
4/4/2022 2:00,3.977,171.78,28.40,13.29,,,,
4/4/2022 3:00,3.738,183.62,30.36,13.47,,,,
4/4/2022 4:00,3.607,200.11,33.10,18.19,,,,
4/4/2022 5:00,3.469,240.62,39.82,20.99,,,,
4/4/2022 6:00,3.778,276.23,45.73,114.73,,,,
4/4/2022 7:00,4.757,288.68,47.80,244.14,,,,
4/4/2022 8:00,5.881,281.73,46.64,273.00,,,,
4/4/2022 9:00,7.202,275.76,45.64,274.75,,,,
4/4/2022 10:00,8.393,255.21,42.24,273.17,,,,
4/4/2022 11:00,9.353,237.22,39.26,247.64,,,,
4/4/2022 12:00,10.108,224.84,37.21,191.68,,,,
4/4/2022 13:00,10.587,205.23,33.96,196.75,,,,
4/4/2022 14:00,10.749,190.71,31.56,207.59,,,,
4/4/2022 15:00,10.511,185.24,30.66,164.04,,,,
4/4/2022 16:00,9.967,179.14,29.69,94.09,,,,
4/4/2022 17:00,8.94,205.08,34.07,45.12,,,,
4/4/2022 18:00,7.406,198.49,33.11,29.91,,,,
4/4/2022 19:00,6.429,196.69,32.96,23.09,,,,
4/4/2022 20:00,5.931,192.88,32.44,18.71,,,,
4/4/2022 21:00,5.451,178.66,30.15,16.26,,,,
4/4/2022 22:00,5.083,149.31,25.28,15.04,,,,
4/4/2022 23:00,4.775,131.19,22.28,13.64,,,,
4/5/2022 0:00,4.464,136.97,23.33,13.29,,,,
4/5/2022 1:00,4.19,142.58,24.37,13.29,,,,
4/5/2022 2:00,3.988,144.39,24.78,13.29,,,,
4/5/2022 3:00,3.839,152.17,26.23,13.47,,,,
4/5/2022 4:00,3.709,163.50,28.30,18.19,,,,
4/5/2022 5:00,3.578,193.83,33.69,20.99,,,,
4/5/2022 6:00,3.838,219.37,38.30,114.73,,,,
4/5/2022 7:00,4.694,226.04,39.70,244.14,,,,
4/5/2022 8:00,5.849,217.53,38.51,273.00,,,,
4/5/2022 9:00,7.187,210.00,37.58,274.75,,,,
4/5/2022 10:00,8.381,191.76,34.85,273.17,,,,
4/5/2022 11:00,9.351,175.99,32.61,247.64,,,,
4/5/2022 12:00,10.082,164.89,31.27,191.68,,,,
4/5/2022 13:00,10.569,149.01,29.01,196.75,,,,
4/5/2022 14:00,10.811,137.35,27.50,207.59,,,,
4/5/2022 15:00,10.818,132.64,27.34,164.04,,,,
4/5/2022 16:00,10.539,127.84,27.14,94.09,,,,
4/5/2022 17:00,9.889,126.46,27.63,45.12,,,,
4/5/2022 18:00,8.464,141.67,31.76,29.91,,,,
4/5/2022 19:00,7.272,140.84,32.22,23.09,,,,
4/5/2022 20:00,6.7,138.77,32.31,18.71,,,,
4/5/2022 21:00,6.193,129.31,30.64,16.26,,,,
4/5/2022 22:00,5.801,108.86,26.23,15.04,,,,
4/5/2022 23:00,5.496,96.47,23.60,13.64,,,,
4/6/2022 0:00,5.281,92.17,22.85,13.29,,,,
4/6/2022 1:00,5.108,97.34,24.38,13.29,,,,
4/6/2022 2:00,4.965,100.21,25.30,13.29,,,,
4/6/2022 3:00,4.812,109.57,27.83,13.47,,,,
4/6/2022 4:00,4.66,118.87,30.31,18.19,,,,
4/6/2022 5:00,4.539,143.58,36.70,20.99,,,,
4/6/2022 6:00,5.175,171.92,44.01,114.73,,,,
4/6/2022 7:00,6.47,186.25,47.86,244.14,,,,
4/6/2022 8:00,8.283,187.70,48.61,273.00,,,,
4/6/2022 9:00,10.546,171.41,44.83,274.75,,,,
4/6/2022 10:00,12.578,160.38,42.45,273.17,,,,
4/6/2022 11:00,14.331,144.48,38.67,247.64,,,,
4/6/2022 12:00,15.611,140.39,37.88,191.68,,,,
4/6/2022 13:00,16.4,127.29,34.52,196.75,,,,
4/6/2022 14:00,16.751,112.71,30.64,207.59,,,,
4/6/2022 15:00,16.705,107.62,29.28,164.04,,,,
4/6/2022 16:00,16.225,98.18,26.71,94.09,,,,
4/6/2022 17:00,14.932,104.45,28.41,45.12,,,,
4/6/2022 18:00,12.327,116.41,31.65,29.91,,,,
4/6/2022 19:00,10.696,127.79,34.77,23.09,,,,
4/6/2022 20:00,10.024,124.12,33.81,18.71,,,,
4/6/2022 21:00,9.342,123.93,33.81,16.26,,,,
4/6/2022 22:00,8.659,102.98,28.15,15.04,,,,
4/6/2022 23:00,7.944,91.78,25.15,14.69,,,,
4/7/2022 0:00,7.247,87.58,24.07,13.64,,,,
4/7/2022 1:00,6.597,89.23,24.61,13.12,,,,
4/7/2022 2:00,6.012,89.47,24.77,14.34,,,,
4/7/2022 3:00,5.537,101.46,28.23,13.64,,,,
4/7/2022 4:00,5.141,118.29,33.08,15.04,,,,
4/7/2022 5:00,4.821,140.60,39.54,15.91,,,,
4/7/2022 6:00,5.874,165.23,46.73,19.76,,,,
4/7/2022 7:00,7.887,174.94,49.66,34.98,,,,
4/7/2022 8:00,10.088,171.33,48.70,43.72,,,,
4/7/2022 9:00,12.746,163.25,46.35,43.37,,,,
4/7/2022 10:00,14.643,156.65,44.33,43.55,,,,
4/7/2022 11:00,15.797,142.41,40.11,36.90,,,,
4/7/2022 12:00,16.51,137.57,38.52,26.93,,,,
4/7/2022 13:00,16.862,119.72,33.29,21.69,,,,
4/7/2022 14:00,16.911,127.49,35.21,20.29,,,,
4/7/2022 15:00,16.69,120.34,32.98,18.89,,,,
4/7/2022 16:00,16.134,116.25,31.62,17.66,,,,
4/7/2022 17:00,14.877,111.80,30.16,16.96,,,,
4/7/2022 18:00,12.472,121.77,32.62,17.49,,,,
4/7/2022 19:00,10.923,127.07,33.92,16.96,,,,
4/7/2022 20:00,10.299,123.97,33.01,19.06,,,,
4/7/2022 21:00,9.678,131.78,34.95,18.54,,,,
4/7/2022 22:00,9.088,120.38,31.76,16.26,,,,
4/7/2022 23:00,8.48,103.03,27.03,15.04,,,,
4/8/2022 0:00,7.882,111.92,29.19,13.64,,,,
4/8/2022 1:00,7.337,133.19,34.55,13.99,,,,
4/8/2022 2:00,6.868,122.89,31.71,14.69,,,,
4/8/2022 3:00,6.485,143.71,36.90,13.64,,,,
4/8/2022 4:00,6.132,175.96,44.97,13.99,,,,
4/8/2022 5:00,5.828,217.83,55.40,14.69,,,,
4/8/2022 6:00,6.536,187.25,47.40,13.64,,,,
4/8/2022 7:00,8.148,187.67,47.19,13.29,,,,
4/8/2022 8:00,9.868,177.78,44.27,13.29,,,,
4/8/2022 9:00,12.164,174.20,42.90,13.29,,,,
4/8/2022 10:00,13.787,166.96,40.51,13.99,,,,
4/8/2022 11:00,14.713,160.28,38.27,14.69,,,,
4/8/2022 12:00,15.298,154.17,36.28,13.64,,,,
4/8/2022 13:00,15.587,143.81,33.38,13.99,,,,
4/8/2022 14:00,15.57,139.74,32.03,14.69,,,,
4/8/2022 15:00,15.28,135.13,30.58,13.64,,,,
4/8/2022 16:00,14.67,134.58,30.09,12.94,,,,
4/8/2022 17:00,13.593,152.27,33.63,15.04,,,,
4/8/2022 18:00,11.831,163.87,35.76,16.09,,,,
4/8/2022 19:00,10.438,176.55,38.06,16.09,,,,
4/8/2022 20:00,9.577,179.36,38.18,15.04,,,,
4/8/2022 21:00,8.749,186.18,39.16,14.69,,,,
4/8/2022 22:00,8.03,176.94,36.79,14.69,,,,
4/8/2022 23:00,7.41,152.50,31.34,13.64,,,,
4/9/2022 0:00,6.878,141.24,28.69,13.29,,,,
4/9/2022 1:00,6.391,155.29,31.17,13.29,,,,
4/9/2022 2:00,5.951,162.51,32.23,13.29,,,,
4/9/2022 3:00,5.597,180.12,35.29,13.47,,,,
4/9/2022 4:00,5.252,208.95,40.43,18.19,,,,
4/9/2022 5:00,4.949,244.65,46.75,20.99,,,,
4/9/2022 6:00,5.303,279.46,52.74,114.73,,,,
4/9/2022 7:00,6.341,304.26,56.74,244.14,,,,
4/9/2022 8:00,7.788,299.79,55.31,273.00,,,,
4/9/2022 9:00,9.369,283.14,51.73,274.75,,,,
4/9/2022 10:00,10.791,268.26,48.54,273.17,,,,
4/9/2022 11:00,11.944,249.09,44.61,247.64,,,,
4/9/2022 12:00,12.714,232.29,41.16,191.68,,,,
4/9/2022 13:00,13.122,220.76,38.69,196.75,,,,
4/9/2022 14:00,13.167,211.80,36.73,207.59,,,,
4/9/2022 15:00,12.889,215.30,36.98,164.04,,,,
4/9/2022 16:00,12.296,206.03,35.06,94.09,,,,
4/9/2022 17:00,11.254,214.12,36.12,45.12,,,,
4/9/2022 18:00,9.428,221.70,37.09,29.91,,,,
4/9/2022 19:00,7.94,250.18,41.50,23.09,,,,
4/9/2022 20:00,7.178,249.71,41.01,18.71,,,,
4/9/2022 21:00,6.408,235.30,38.26,16.26,,,,
4/9/2022 22:00,5.694,204.83,32.97,15.04,,,,
4/9/2022 23:00,5.042,180.60,28.77,13.64,,,,
4/10/2022 0:00,4.434,175.08,27.60,13.29,,,,
4/10/2022 1:00,3.894,196.75,30.69,13.29,,,,
4/10/2022 2:00,3.434,203.66,31.43,13.29,,,,
4/10/2022 3:00,3.017,219.40,33.50,13.47,,,,
